numero_controle,contract_id,missing_fields_count,missing_fields
76958966000106-1-000261/2025,1155730,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000264/2025,1248044,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000265/2025,1248118,2,linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000266/2025,1248745,2,linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000269/2025,1254234,2,linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000270/2025,1252671,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000272/2025,1259513,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000335/2024,732844,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000336/2024,732845,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000383/2024,774480,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000403/2024,796130,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000436/2024,845669,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000439/2024,845670,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958966000106-1-000444/2024,845671,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000004/2025,926374,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000010/2025,1005043,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000011/2025,1005044,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000026/2025,1128748,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000027/2025,1128749,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000028/2025,1128750,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000038/2025,1217154,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000039/2025,1234638,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000040/2025,1246912,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000042/2025,1250655,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000062/2024,732846,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000062/2024,796131,2,linkProcessoEletronico;fontesOrcamentarias
76958974000144-1-000080/2024,796132,2,linkProcessoEletronico;fontesOrcamentarias
76965789000187-1-000040/2025,1229473,2,linkProcessoEletronico;fontesOrcamentarias
76965789000187-1-000041/2025,1229474,2,linkProcessoEletronico;fontesOrcamentarias
76965789000187-1-000042/2025,1254235,2,linkProcessoEletronico;fontesOrcamentarias
76965789000187-1-000043/2025,1254236,2,linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000014/2025,969861,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000020/2025,1005045,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000029/2025,1005046,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000088/2025,1149539,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000099/2025,1209108,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000102/2025,1223365,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000104/2025,1229475,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000106/2025,1240137,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000107/2025,1240138,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000113/2025,1254237,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966845000106-1-000114/2025,1256915,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76966852000108-1-000037/2025,1223366,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76966852000108-1-000038/2025,1223367,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76966852000108-1-000039/2025,1155731,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76966852000108-1-000040/2025,1247675,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000142/2025,1136719,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000147/2025,1176281,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000155/2025,1197239,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000156/2025,1203853,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000157/2025,1203854,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000158/2025,1203855,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000159/2025,1210641,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000160/2025,1217155,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000162/2025,1155732,2,linkProcessoEletronico;fontesOrcamentarias
76966860000146-1-000167/2025,1259514,2,linkProcessoEletronico;fontesOrcamentarias
76968064000142-1-000066/2025,1229476,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968064000142-1-000068/2025,1248746,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000171/2025,1197240,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000173/2025,1203856,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000177/2025,1217156,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000184/2025,1229477,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000186/2025,1234639,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000188/2025,1155733,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
76968627000100-1-000219/2024,661017,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000290/2024,774481,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76968627000100-1-000299/2024,774482,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970300000165-1-000059/2025,1234640,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970300000165-1-000060/2025,1246913,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970300000165-1-000061/2025,1252672,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970318000167-1-000053/2025,1234641,2,linkProcessoEletronico;fontesOrcamentarias
76970318000167-1-000054/2025,1252673,2,linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000020/2025,1005047,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000024/2025,1005048,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000094/2025,1128753,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000095/2025,1128754,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000119/2025,1232870,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000120/2025,1155734,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000121/2025,1155735,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000122/2025,1155736,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000124/2025,1155737,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000125/2025,1155738,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000127/2025,1251756,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000128/2025,1251757,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000129/2025,1254238,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76970326000103-1-000130/2025,1252674,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
76970334000150-1-000031/2025,1130152,2,linkProcessoEletronico;fontesOrcamentarias
76970334000150-1-000035/2025,1248747,2,linkProcessoEletronico;fontesOrcamentarias
76970375000146-1-000055/2025,1169570,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970375000146-1-000056/2025,1176282,2,linkProcessoEletronico;fontesOrcamentarias
76970375000146-1-000059/2025,1223370,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970375000146-1-000061/2025,1254239,2,linkProcessoEletronico;fontesOrcamentarias
76970383000192-1-000020/2025,969863,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970383000192-1-000077/2025,1090582,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76970383000192-1-000088/2025,1128755,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000100/2025,1197243,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000102/2025,1197245,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000112/2025,1234642,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000115/2025,1248748,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000116/2025,1248749,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000117/2025,1250656,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000118/2025,1254240,2,linkProcessoEletronico;fontesOrcamentarias
76972074000151-1-000126/2025,1258968,2,linkProcessoEletronico;fontesOrcamentarias
76972082000106-1-000051/2025,1176120,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76972082000106-1-000052/2025,1176284,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
76972082000106-1-000056/2025,1210643,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76972082000106-1-000057/2025,1217158,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76972082000106-1-000059/2025,1234643,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76972082000106-1-000060/2025,1234644,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76973692000116-1-000061/2025,1155739,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76973692000116-1-000062/2025,1246332,2,linkProcessoEletronico;fontesOrcamentarias
76974823000180-1-000032/2025,1090584,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76974823000180-1-000046/2025,1203863,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76974823000180-1-000047/2025,1234645,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76974823000180-1-000048/2025,1244723,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000029/2023,222311,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000040/2023,252549,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000061/2025,1040027,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000079/2025,1092533,2,linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000080/2025,1092534,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000083/2025,1128758,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000111/2025,1228043,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000112/2025,1233066,2,linkProcessoEletronico;fontesOrcamentarias
76977768000181-1-000113/2025,1248119,2,linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000009/2025,926378,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000026/2025,1005051,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000047/2025,1203866,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000049/2025,1217159,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000050/2025,1217160,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000052/2025,1240139,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978519000100-1-000057/2024,774486,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76978881000181-1-000090/2025,1195712,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978881000181-1-000093/2025,1244724,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76978881000181-1-000094/2025,1244725,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
76978881000181-1-000095/2025,1244726,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76978881000181-1-000096/2025,1244727,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76978881000181-1-000097/2025,1244728,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000119/2025,1234646,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000120/2025,1155740,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000121/2025,1155741,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000122/2025,1244729,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000125/2025,1250657,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000126/2025,1250658,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000128/2025,1254242,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000129/2025,1254243,2,linkProcessoEletronico;fontesOrcamentarias
76995323000124-1-000132/2025,1261709,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000057/2025,1155742,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000058/2025,1244730,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000059/2025,1246914,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000060/2025,1246915,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000061/2025,1254244,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000064/2025,1258969,2,linkProcessoEletronico;fontesOrcamentarias
76995380000103-1-000071/2024,661019,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000117/2025,1229481,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000118/2025,1229482,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000119/2025,1229483,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000120/2025,1229484,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000121/2025,1228044,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000122/2025,1233067,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000123/2025,1233068,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000124/2025,1233069,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000126/2025,1234648,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000127/2025,1155743,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000128/2025,1244731,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000130/2025,1254245,2,linkProcessoEletronico;fontesOrcamentarias
76995414000160-1-000131/2025,1254246,2,linkProcessoEletronico;fontesOrcamentarias
76995422000106-1-000112/2025,1234649,2,linkProcessoEletronico;fontesOrcamentarias
76995422000106-1-000114/2025,1244732,2,linkProcessoEletronico;fontesOrcamentarias
76995422000106-1-000115/2025,1260976,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76995422000106-1-000148/2024,796138,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
76995430000152-1-000078/2025,1261710,2,linkProcessoEletronico;fontesOrcamentarias
76995430000152-1-000079/2025,1261711,2,linkProcessoEletronico;fontesOrcamentarias
76995430000152-1-000197/2024,1128762,2,linkProcessoEletronico;fontesOrcamentarias
76995430000152-1-000200/2024,1128763,2,linkProcessoEletronico;fontesOrcamentarias
76995448000154-1-000057/2025,1223373,2,linkProcessoEletronico;fontesOrcamentarias
76995448000154-1-000058/2025,1228045,2,linkProcessoEletronico;fontesOrcamentarias
76995448000154-1-000059/2025,1229485,2,linkProcessoEletronico;fontesOrcamentarias
76995448000154-1-000060/2025,1234650,2,linkProcessoEletronico;fontesOrcamentarias
76995448000154-1-000061/2025,1244733,2,linkProcessoEletronico;fontesOrcamentarias
76995455000156-1-000005/2025,926380,2,linkProcessoEletronico;fontesOrcamentarias
76995455000156-1-000035/2025,1005054,2,linkProcessoEletronico;fontesOrcamentarias
76995455000156-1-000085/2025,1223375,2,linkProcessoEletronico;fontesOrcamentarias
76995455000156-1-000112/2024,796145,2,linkProcessoEletronico;fontesOrcamentarias
76995463000100-1-000064/2025,1223378,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
76995463000100-1-000065/2025,1229486,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000253/2025,1234651,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000254/2025,1234652,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000255/2025,1234653,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000256/2025,1234654,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000257/2025,1234655,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000258/2025,1234656,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000259/2025,1234657,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000260/2025,1240140,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000261/2025,1240141,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000264/2025,1244734,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000265/2025,1244735,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000278/2025,1261712,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77001311000108-1-000279/2025,1261713,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77001329000100-1-000046/2025,1240142,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77001329000100-1-000047/2025,1248750,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000214/2025,1158309,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000226/2025,1215620,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000228/2025,1221915,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000229/2025,1228046,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000230/2025,1233070,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000231/2025,1234658,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000235/2025,1157236,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000237/2025,1241345,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000239/2025,1246916,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000241/2025,1250659,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000245/2025,1254247,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000247/2025,1259516,2,linkProcessoEletronico;fontesOrcamentarias
77003424000134-1-000248/2025,1259517,2,linkProcessoEletronico;fontesOrcamentarias
77008068000141-1-000066/2025,1221916,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77071579000108-1-000282/2024,1229488,2,linkProcessoEletronico;fontesOrcamentarias
77071579000108-1-000283/2024,1234659,2,linkProcessoEletronico;fontesOrcamentarias
77071579000108-1-000284/2024,1248751,2,linkProcessoEletronico;fontesOrcamentarias
77071579000108-1-000286/2024,1250660,2,linkProcessoEletronico;fontesOrcamentarias
77085892000103-1-000016/2025,1090947,2,linkProcessoEletronico;fontesOrcamentarias
77116663000109-1-000059/2025,1250661,2,linkProcessoEletronico;fontesOrcamentarias
77116663000109-1-000060/2025,1250662,2,linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000018/2025,965641,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000069/2025,1201904,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000071/2025,1215621,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000073/2025,1223380,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000074/2025,1155744,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000075/2025,1244736,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
77356665000167-1-000076/2025,1256921,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000077/2025,1259518,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77356665000167-1-000078/2025,1259519,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
77398154000108-1-000024/2025,1234660,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77398154000108-1-000025/2025,1234661,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77721363000140-1-000100/2025,1229489,2,linkProcessoEletronico;fontesOrcamentarias
77721363000140-1-000107/2025,1260449,2,linkProcessoEletronico;fontesOrcamentarias
77721363000140-1-000108/2025,1259520,2,linkProcessoEletronico;fontesOrcamentarias
77721363000140-1-000109/2025,1259521,2,linkProcessoEletronico;fontesOrcamentarias
77721363000140-1-000110/2025,1259522,2,linkProcessoEletronico;fontesOrcamentarias
77721363000140-1-000111/2025,1259523,2,linkProcessoEletronico;fontesOrcamentarias
77774644000161-1-000014/2025,1250663,2,linkProcessoEletronico;fontesOrcamentarias
77774859000182-1-000146/2025,1217167,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77774859000182-1-000147/2025,1223381,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
77774859000182-1-000149/2025,1229490,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77774859000182-1-000156/2025,1256922,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000036/2025,1133063,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000044/2025,1202279,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000045/2025,1209110,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000047/2025,1244737,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000048/2025,1244738,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000049/2025,1248752,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000050/2025,1254249,2,linkProcessoEletronico;fontesOrcamentarias
77774867000129-1-000052/2025,1261714,2,linkProcessoEletronico;fontesOrcamentarias
77778660000122-1-000015/2025,1241347,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77778785000152-1-000008/2025,1164262,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77780179000171-1-000004/2025,1259524,2,linkProcessoEletronico;fontesOrcamentarias
77780252000105-1-000049/2025,1261715,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
77799542000109-1-000065/2025,1234664,2,linkProcessoEletronico;fontesOrcamentarias
77799542000109-1-000068/2025,1250664,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000117/2025,1215622,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000122/2025,1244739,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000125/2025,1246917,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000126/2025,1246918,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000129/2025,1248753,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000131/2025,1254251,2,linkProcessoEletronico;fontesOrcamentarias
77816510000166-1-000135/2025,1258978,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
77817054000179-1-000043/2025,1244740,2,linkProcessoEletronico;fontesOrcamentarias
77817054000179-1-000044/2025,1244741,2,linkProcessoEletronico;fontesOrcamentarias
77817054000179-1-000045/2025,1244742,2,linkProcessoEletronico;fontesOrcamentarias
77817054000179-1-000046/2025,1261716,2,linkProcessoEletronico;fontesOrcamentarias
77817476000144-1-000036/2025,1244743,2,linkProcessoEletronico;fontesOrcamentarias
77817476000144-1-000037/2025,1248754,2,linkProcessoEletronico;fontesOrcamentarias
77817476000144-1-000038/2025,1248755,2,linkProcessoEletronico;fontesOrcamentarias
